Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	simmap
0	{1,179.04}	{1,32.8642}	{4,32.8642}	{2,19.217}	{1,19.217}	{2,39.8681}	{2,3.93806}	{9,3.93806}	{2,3.53335}	{2,3.53335}	{1,7.83991}	{1,7.83991}	{1,15.9361}	{2,9.90289}	{2,9.90289}	{1,23.4411}	{1,2.98276}	{1,2.98276}	{4,24.2002}	{4,10.888}	{4,1.91559}	{4,0.570962}	{2,0.570962}	{4,21.874}	{4,21.874}	{1,24.8397}	{2,16.1907}	{1,12.7414}	{4,8.55312}	{4,8.55312}	{4,17.6652}	{4,17.6652}	{4,16.7041}	{4,16.7041}	{9,9.78775}	{4,9.78775}	{2,10.1915}	{4,3.51584}	{4,3.51584}	{3,35.7399}	{1,28.9931}	{2,2.22793}	{2,2.22793}	{4,29.7836}	{4,10.1521}	{4,10.1521}	{3,49.7536}	{4,44.5371}	{1,24.031}	{1,12.8442}	{1,12.8442}	{3,4.19627}	{3,3.55131}	{3,3.55131}	{1,5.72393}	{1,4.50184}	{1,4.50184}	{1,35.5201}	{1,10.3303}	{1,5.24318}	{1,5.24318}	{1,21.8595}	{1,21.8595}	{1,18.053}	{1,8.49822}	{1,8.49822}	{1,7.77553}	{1,7.77553}	{1,19.6727}	{1,7.87222}	{1,7.87222}	{1,12.0709}	{1,11.1932}	{1,10.5296}	{1,10.5296}	{1,0.663603}	{1,0.877656}	{1,0.769372}	{1,4.96802}	{1,6.83244}	{1,14.3608}	{1,3.54088}	{1,2.81819}	{1,6.7366}	{1,4.47116}	{1,0.664704}	{1,6.86892}	{1,5.0871}	{1,19.0628}	{1,4.64041}	{1,1.48658}	{1,20.0878}	{1,1.22209}	{1,49.884}	{1,55.7581}	{3,0.644953}	{3,28.2967}	{1,11.1868}	{1,8.46199}	{6,11.8608:3,0.183272}	{10,5.21652}	{10,6.85075}	{4,19.6314}	{4,26.8208}	{10,19.2704:3,1.50557}	{2,26.7652}	{5,2.82811:1,3.91869}	{6,41.6404}	{6,22.8263:1,11.1593}	{1,10.473}	{4,6.6757}	{9,7.5158}	{9,0.688523:2,7.23106}	{9,9.87928:4,9.415}	{4,20.2975}	{4,44.6828}	{4,64.0192}	{4,40.1546}	{8,2.43516:1,54.62}	{4,4.18824}	{8,2.5703:4,0.879046}	{9,2.85489:4,5.79406}	{8,6.30666}	{4,9.27228}	{8,91.5235}	{9,1.34463}	{9,8.97245}	{9,13.3122}	{9,85.727:4,12.7426}	{8,13.4108:1,1.96762}	{1,135.065}	{1,28.6229}	{2,13.5382}	{5,25.7159:1,117.514}	{1,12.2231}	{1,9.19071}	{1,8.09623}	{1,172.149}	{1,20.016}	{2,11.39}	{9,5.76156:2,5.22375}	{2,24.9447}	{2,34.9793}	{5,55.6304}	{5,12.3729:1,52.8699}	{8,92.3252:1,14.9008}	{1,38.9501}	{1,29.0607}	{1,0}	(((((((((((((Cyathea_pauciflora:{1,10.5296},Cyathea_frondosa:{1,10.5296}):{1,0.663603},Cyathea_meridensis:{1,11.1932}):{1,0.877656},Cyathea_obnoxia:{1,12.0709}):{1,0.769372},(Cyathea_patens:{1,7.87222},Cyathea_planadae:{1,7.87222}):{1,4.96802}):{1,6.83244},Cyathea_latevagans:{1,19.6727}):{1,14.3608},(((((Cyathea_petiolata:{1,7.77553},Cyathea_pinnula:{1,7.77553}):{1,3.54088},(Cyathea_pilosissima:{1,8.49822},Cyathea_punctata:{1,8.49822}):{1,2.81819}):{1,6.7366},Cyathea_squamulosa:{1,18.053}):{1,4.47116},(Cyathea_abbreviata:{1,21.8595},Cyathea_macrosora:{1,21.8595}):{1,0.664704}):{1,6.86892},((Cyathea_grandis:{1,5.24318},Cyathea_varians:{1,5.24318}):{1,5.0871},Cyathea_speciosa:{1,10.3303}):{1,19.0628}):{1,4.64041}):{1,1.48658},Cyathea_vaupensis:{1,35.5201}):{1,20.0878},((Cyathea_stipularis:{1,4.50184},Cyathea_trichiata:{1,4.50184}):{1,1.22209},Cyathea_estelae:{1,5.72393}):{1,49.884}):{1,55.7581},(((((((Alsophila_emilei:{3,3.55131},Alsophila_borbonica:{3,3.55131}):{3,0.644953},Alsophila_tanzaniana:{3,4.19627}):{3,28.2967},((Alsophila_abbottii:{1,12.8442},Alsophila_amintae:{1,12.8442}):{1,11.1868},Alsophila_tryoniana:{1,24.031}):{1,8.46199}):{6,11.8608:3,0.183272},Alsophila_smithii:{4,44.5371}):{10,5.21652},Alsophila_boivinii:{3,49.7536}):{10,6.85075},((Alsophila_exilis:{4,10.1521},Alsophila_everta:{4,10.1521}):{4,19.6314},Alsophila_costalisora:{4,29.7836}):{4,26.8208}):{10,19.2704:3,1.50557},(((Gymnosphaera_ogurae:{2,2.22793},Gymnosphaera_subdubia:{2,2.22793}):{2,26.7652},Gymnosphaera_salvinii:{1,28.9931}):{5,2.82811:1,3.91869},Gymnosphaera_boivinii:{3,35.7399}):{6,41.6404}):{6,22.8263:1,11.1593}):{1,10.473},(((((Sphaeropteris_cooperi:{4,3.51584},Sphaeropteris_robusta:{4,3.51584}):{4,6.6757},Sphaeropteris_raciborskii:{2,10.1915}):{9,7.5158},(Sphaeropteris_pilulifera:{4,9.78775},Sphaeropteris_felina:{9,9.78775}):{9,0.688523:2,7.23106}):{9,9.87928:4,9.415},(Sphaeropteris_procera:{4,16.7041},Sphaeropteris_nigricans:{4,16.7041}):{4,20.2975}):{4,44.6828},(Sphaeropteris_auriculifera:{4,17.6652},Sphaeropteris_novaecaledoniae:{4,17.6652}):{4,64.0192}):{4,40.1546}):{8,2.43516:1,54.62},((((((((Dicksonia_archboldii:{4,8.55312},Dicksonia_youngiae:{4,8.55312}):{4,4.18824},Dicksonia_berteroana:{1,12.7414}):{8,2.5703:4,0.879046},Dicksonia_blumei:{2,16.1907}):{9,2.85489:4,5.79406},Dicksonia_stuebelii:{1,24.8397}):{8,6.30666},(Dicksonia_thyrsopteroides:{4,21.874},Dicksonia_squarrosa:{4,21.874}):{4,9.27228}):{8,91.5235},((((Calochlaena_javanica:{2,0.570962},Calochlaena_villosa:{4,0.570962}):{9,1.34463},Calochlaena_dubia:{4,1.91559}):{9,8.97245},Calochlaena_novae-guineae:{4,10.888}):{9,13.3122},Calochlaena_straminea:{4,24.2002}):{9,85.727:4,12.7426}):{8,13.4108:1,1.96762},(Lophosoria_quadripinnata:{1,2.98276},Lophosoria_quesadae:{1,2.98276}):{1,135.065}):{1,28.6229},(Cibotium_schiedei:{1,23.4411},(Cibotium_cumingii:{2,9.90289},Cibotium_arachnoideum:{2,9.90289}):{2,13.5382}):{5,25.7159:1,117.514}):{1,12.2231}):{1,9.19071},(Metaxya_elongata:{1,15.9361},(Metaxya_lanosa:{1,7.83991},Metaxya_parkeri:{1,7.83991}):{1,8.09623}):{1,172.149}):{1,20.016},((((((Plagiogyria_adnata:{2,3.53335},Plagiogyria_yakumonticola:{2,3.53335}):{2,11.39},(Plagiogyria_egenolfioides:{9,3.93806},Plagiogyria_euphlebia:{2,3.93806}):{9,5.76156:2,5.22375}):{2,24.9447},Plagiogyria_stenoptera:{2,39.8681}):{2,34.9793},(Culcita_coniifolia:{1,19.217},Culcita_macrocarpa:{2,19.217}):{5,55.6304}):{5,12.3729:1,52.8699},(Loxsoma_cunninghamii:{4,32.8642},Loxsomopsis_pearcei:{1,32.8642}):{8,92.3252:1,14.9008}):{1,38.9501},Thyrsopteris_elegans:{1,179.04}):{1,29.0607});
10	{1,179.04}	{1,32.8642}	{4,32.8642}	{2,19.217}	{1,19.217}	{2,18.3861:5,21.482}	{2,3.93806}	{9,1.19388:2,2.74418}	{2,3.53335}	{2,3.53335}	{1,7.83991}	{1,7.83991}	{1,15.9361}	{2,9.90289}	{2,9.90289}	{1,23.4411}	{1,2.98276}	{1,2.98276}	{4,24.2002}	{4,10.888}	{4,1.91559}	{4,0.570962}	{2,0.570962}	{4,21.874}	{4,21.874}	{1,24.8397}	{2,16.1907}	{1,12.7414}	{4,8.55312}	{4,8.55312}	{4,17.6652}	{4,17.6652}	{4,16.7041}	{4,16.7041}	{9,9.78775}	{4,9.78775}	{2,10.1915}	{4,3.51584}	{4,3.51584}	{3,35.7399}	{1,6.72004:6,13.3225:3,8.95054}	{2,2.22793}	{2,2.22793}	{4,29.7836}	{4,10.1521}	{4,10.1521}	{3,49.7536}	{4,44.5371}	{1,24.031}	{1,12.8442}	{1,12.8442}	{3,4.19627}	{3,3.55131}	{3,3.55131}	{1,5.72393}	{1,4.50184}	{1,4.50184}	{1,35.5201}	{1,10.3303}	{1,5.24318}	{1,5.24318}	{1,21.8595}	{1,21.8595}	{1,18.053}	{1,8.49822}	{1,8.49822}	{1,7.77553}	{1,7.77553}	{1,19.6727}	{1,7.87222}	{1,7.87222}	{1,12.0709}	{1,11.1932}	{1,10.5296}	{1,10.5296}	{1,0.663603}	{1,0.877656}	{1,0.769372}	{1,4.96802}	{1,6.83244}	{1,14.3608}	{1,3.54088}	{1,2.81819}	{1,6.7366}	{1,4.47116}	{1,0.664704}	{1,6.86892}	{1,5.0871}	{1,19.0628}	{1,4.64041}	{1,1.48658}	{1,20.0878}	{1,1.22209}	{1,49.884}	{1,55.7581}	{3,0.644953}	{3,28.2967}	{1,11.1868}	{1,8.46199}	{6,9.7251:3,2.31902}	{10,5.21652}	{10,6.85075}	{4,19.6314}	{4,26.8208}	{10,20.776}	{2,3.35077:7,13.2874:3,10.127}	{3,6.7468}	{3,41.6404}	{10,22.5552:4,11.4304}	{8,10.473}	{4,6.6757}	{9,2.42967:4,5.08613}	{9,2.03768:4,5.8819}	{4,19.2943}	{4,20.2975}	{4,44.6828}	{4,64.0192}	{4,40.1546}	{8,8.18931:1,48.8659}	{4,1.15036:9,2.32803:2,0.709849}	{5,3.44935}	{5,8.46876:1,0.180188}	{1,6.30666}	{4,9.27228}	{8,35.7688:1,55.7547}	{9,1.34463}	{9,6.49394:4,2.47851}	{4,13.3122}	{4,32.2412:8,25.5607:1,40.6677}	{1,15.3784}	{1,135.065}	{1,28.6229}	{2,13.5382}	{5,93.9433:1,49.2867}	{1,12.2231}	{1,9.19071}	{1,8.09623}	{1,9.84845:6,15.8396:1,146.461}	{1,20.016}	{2,11.39}	{2,10.9853}	{2,24.9447}	{5,34.9793}	{5,48.0306:1,7.59977}	{5,28.9881:1,36.2546}	{8,89.3126:1,17.9133}	{1,38.9501}	{1,29.0607}	{1,0}	(((((((((((((Cyathea_pauciflora:{1,10.5296},Cyathea_frondosa:{1,10.5296}):{1,0.663603},Cyathea_meridensis:{1,11.1932}):{1,0.877656},Cyathea_obnoxia:{1,12.0709}):{1,0.769372},(Cyathea_patens:{1,7.87222},Cyathea_planadae:{1,7.87222}):{1,4.96802}):{1,6.83244},Cyathea_latevagans:{1,19.6727}):{1,14.3608},(((((Cyathea_petiolata:{1,7.77553},Cyathea_pinnula:{1,7.77553}):{1,3.54088},(Cyathea_pilosissima:{1,8.49822},Cyathea_punctata:{1,8.49822}):{1,2.81819}):{1,6.7366},Cyathea_squamulosa:{1,18.053}):{1,4.47116},(Cyathea_abbreviata:{1,21.8595},Cyathea_macrosora:{1,21.8595}):{1,0.664704}):{1,6.86892},((Cyathea_grandis:{1,5.24318},Cyathea_varians:{1,5.24318}):{1,5.0871},Cyathea_speciosa:{1,10.3303}):{1,19.0628}):{1,4.64041}):{1,1.48658},Cyathea_vaupensis:{1,35.5201}):{1,20.0878},((Cyathea_stipularis:{1,4.50184},Cyathea_trichiata:{1,4.50184}):{1,1.22209},Cyathea_estelae:{1,5.72393}):{1,49.884}):{1,55.7581},(((((((Alsophila_emilei:{3,3.55131},Alsophila_borbonica:{3,3.55131}):{3,0.644953},Alsophila_tanzaniana:{3,4.19627}):{3,28.2967},((Alsophila_abbottii:{1,12.8442},Alsophila_amintae:{1,12.8442}):{1,11.1868},Alsophila_tryoniana:{1,24.031}):{1,8.46199}):{6,9.7251:3,2.31902},Alsophila_smithii:{4,44.5371}):{10,5.21652},Alsophila_boivinii:{3,49.7536}):{10,6.85075},((Alsophila_exilis:{4,10.1521},Alsophila_everta:{4,10.1521}):{4,19.6314},Alsophila_costalisora:{4,29.7836}):{4,26.8208}):{10,20.776},(((Gymnosphaera_ogurae:{2,2.22793},Gymnosphaera_subdubia:{2,2.22793}):{2,3.35077:7,13.2874:3,10.127},Gymnosphaera_salvinii:{1,6.72004:6,13.3225:3,8.95054}):{3,6.7468},Gymnosphaera_boivinii:{3,35.7399}):{3,41.6404}):{10,22.5552:4,11.4304}):{8,10.473},(((((Sphaeropteris_cooperi:{4,3.51584},Sphaeropteris_robusta:{4,3.51584}):{4,6.6757},Sphaeropteris_raciborskii:{2,10.1915}):{9,2.42967:4,5.08613},(Sphaeropteris_pilulifera:{4,9.78775},Sphaeropteris_felina:{9,9.78775}):{9,2.03768:4,5.8819}):{4,19.2943},(Sphaeropteris_procera:{4,16.7041},Sphaeropteris_nigricans:{4,16.7041}):{4,20.2975}):{4,44.6828},(Sphaeropteris_auriculifera:{4,17.6652},Sphaeropteris_novaecaledoniae:{4,17.6652}):{4,64.0192}):{4,40.1546}):{8,8.18931:1,48.8659},((((((((Dicksonia_archboldii:{4,8.55312},Dicksonia_youngiae:{4,8.55312}):{4,1.15036:9,2.32803:2,0.709849},Dicksonia_berteroana:{1,12.7414}):{5,3.44935},Dicksonia_blumei:{2,16.1907}):{5,8.46876:1,0.180188},Dicksonia_stuebelii:{1,24.8397}):{1,6.30666},(Dicksonia_thyrsopteroides:{4,21.874},Dicksonia_squarrosa:{4,21.874}):{4,9.27228}):{8,35.7688:1,55.7547},((((Calochlaena_javanica:{2,0.570962},Calochlaena_villosa:{4,0.570962}):{9,1.34463},Calochlaena_dubia:{4,1.91559}):{9,6.49394:4,2.47851},Calochlaena_novae-guineae:{4,10.888}):{4,13.3122},Calochlaena_straminea:{4,24.2002}):{4,32.2412:8,25.5607:1,40.6677}):{1,15.3784},(Lophosoria_quadripinnata:{1,2.98276},Lophosoria_quesadae:{1,2.98276}):{1,135.065}):{1,28.6229},(Cibotium_schiedei:{1,23.4411},(Cibotium_cumingii:{2,9.90289},Cibotium_arachnoideum:{2,9.90289}):{2,13.5382}):{5,93.9433:1,49.2867}):{1,12.2231}):{1,9.19071},(Metaxya_elongata:{1,15.9361},(Metaxya_lanosa:{1,7.83991},Metaxya_parkeri:{1,7.83991}):{1,8.09623}):{1,9.84845:6,15.8396:1,146.461}):{1,20.016},((((((Plagiogyria_adnata:{2,3.53335},Plagiogyria_yakumonticola:{2,3.53335}):{2,11.39},(Plagiogyria_egenolfioides:{9,1.19388:2,2.74418},Plagiogyria_euphlebia:{2,3.93806}):{2,10.9853}):{2,24.9447},Plagiogyria_stenoptera:{2,18.3861:5,21.482}):{5,34.9793},(Culcita_coniifolia:{1,19.217},Culcita_macrocarpa:{2,19.217}):{5,48.0306:1,7.59977}):{5,28.9881:1,36.2546},(Loxsoma_cunninghamii:{4,32.8642},Loxsomopsis_pearcei:{1,32.8642}):{8,89.3126:1,17.9133}):{1,38.9501},Thyrsopteris_elegans:{1,179.04}):{1,29.0607});
20	{1,14.9171:6,17.8807:1,38.9013:6,5.08982:1,40.5189:6,11.0926:1,50.64}	{1,32.8642}	{4,18.3819:8,3.49747:1,10.9849}	{2,12.4204:5,3.93403:1,2.86258}	{1,19.217}	{2,39.8681}	{2,3.93806}	{9,0.165394:2,3.77266}	{2,3.53335}	{2,3.53335}	{1,7.83991}	{1,7.83991}	{1,15.9361}	{2,9.90289}	{2,9.90289}	{1,9.60566:5,11.602:2,2.23347}	{1,2.98276}	{1,2.98276}	{4,24.2002}	{4,10.888}	{4,1.91559}	{4,0.570962}	{2,0.570962}	{4,21.874}	{4,21.874}	{1,24.8397}	{2,6.38797:9,2.33506:4,7.46768}	{1,4.45915:8,5.21921:4,3.06299}	{4,8.55312}	{4,8.55312}	{4,17.6652}	{4,17.6652}	{4,16.7041}	{4,16.7041}	{9,9.78775}	{4,9.78775}	{2,10.1915}	{4,3.51584}	{4,3.51584}	{3,35.7399}	{1,24.9607:6,0.234521:3,3.79792}	{2,2.22793}	{2,2.22793}	{4,29.7836}	{4,10.1521}	{4,10.1521}	{3,11.4912:10,5.05983:4,33.2026}	{4,44.5371}	{1,24.031}	{1,12.8442}	{1,1.71573:6,7.75939:1,3.36909}	{3,4.19627}	{3,3.55131}	{3,3.55131}	{1,5.72393}	{1,4.50184}	{1,4.50184}	{1,35.5201}	{1,10.3303}	{1,5.24318}	{1,5.24318}	{1,21.8595}	{1,21.8595}	{1,18.053}	{1,8.49822}	{1,8.49822}	{1,7.77553}	{1,7.77553}	{1,19.6727}	{1,7.87222}	{1,7.87222}	{1,12.0709}	{1,11.1932}	{1,10.5296}	{1,10.5296}	{1,0.663603}	{1,0.877656}	{1,0.769372}	{1,4.96802}	{1,6.83244}	{1,14.3608}	{1,3.54088}	{1,2.81819}	{1,6.7366}	{1,4.47116}	{1,0.664704}	{1,6.86892}	{1,5.0871}	{1,19.0628}	{1,4.64041}	{1,1.48658}	{1,20.0878}	{1,1.22209}	{1,9.80752:6,27.4041:1,12.6723}	{1,54.7029:8,1.05515}	{3,0.644953}	{3,4.85149:7,7.80193:3,15.6433}	{1,1.19941:6,9.9874}	{6,3.80225:3,4.65974}	{3,3.79323:10,5.96557:4,2.28531}	{4,5.21652}	{4,6.85075}	{4,19.6314}	{4,20.7064:9,6.11438}	{9,5.79998:2,14.976}	{2,18.0079:7,8.75725}	{7,6.7468}	{7,3.18254:2,10.1805:9,12.7114:4,15.566}	{9,19.4234:4,14.5622}	{8,10.473}	{4,6.6757}	{9,1.12987:4,6.38593}	{9,7.91958}	{9,3.7318:4,15.5625}	{4,20.2975}	{4,44.6828}	{4,18.2199:10,8.00793:4,37.7914}	{4,40.1546}	{8,27.1694:4,29.8858}	{4,4.18824}	{4,3.44935}	{4,1.6853:8,6.96365}	{8,6.30666}	{4,9.27228}	{8,3.64506:4,87.8785}	{9,1.34463}	{9,0.551687:4,8.42076}	{4,13.3122}	{4,5.65315:9,40.8636:2,37.924:9,14.0288}	{9,11.2548:4,4.12356}	{1,41.3473:6,37.2232:3,7.93638:6,18.9352:1,29.6235}	{8,12.3041:4,16.3188}	{2,13.5382}	{2,0.41064:9,61.8789:2,26.6747:9,1.45198:4,52.8138}	{4,12.2231}	{4,9.19071}	{1,8.09623}	{1,27.0737:5,32.1269:2,45.6336:9,27.4603:4,5.13595:9,11.4747:4,23.2435}	{4,20.016}	{2,11.39}	{2,10.9853}	{2,24.9447}	{2,19.6811:5,11.3956:2,3.90266}	{1,55.6304}	{5,3.90326:1,61.3395}	{1,107.226}	{1,6.74399:6,14.9383:1,17.2679}	{1,10.8467:5,1.34339:1,15.7037:8,1.16688}	{8,0}	(((((((((((((Cyathea_pauciflora:{1,10.5296},Cyathea_frondosa:{1,10.5296}):{1,0.663603},Cyathea_meridensis:{1,11.1932}):{1,0.877656},Cyathea_obnoxia:{1,12.0709}):{1,0.769372},(Cyathea_patens:{1,7.87222},Cyathea_planadae:{1,7.87222}):{1,4.96802}):{1,6.83244},Cyathea_latevagans:{1,19.6727}):{1,14.3608},(((((Cyathea_petiolata:{1,7.77553},Cyathea_pinnula:{1,7.77553}):{1,3.54088},(Cyathea_pilosissima:{1,8.49822},Cyathea_punctata:{1,8.49822}):{1,2.81819}):{1,6.7366},Cyathea_squamulosa:{1,18.053}):{1,4.47116},(Cyathea_abbreviata:{1,21.8595},Cyathea_macrosora:{1,21.8595}):{1,0.664704}):{1,6.86892},((Cyathea_grandis:{1,5.24318},Cyathea_varians:{1,5.24318}):{1,5.0871},Cyathea_speciosa:{1,10.3303}):{1,19.0628}):{1,4.64041}):{1,1.48658},Cyathea_vaupensis:{1,35.5201}):{1,20.0878},((Cyathea_stipularis:{1,4.50184},Cyathea_trichiata:{1,4.50184}):{1,1.22209},Cyathea_estelae:{1,5.72393}):{1,9.80752:6,27.4041:1,12.6723}):{1,54.7029:8,1.05515},(((((((Alsophila_emilei:{3,3.55131},Alsophila_borbonica:{3,3.55131}):{3,0.644953},Alsophila_tanzaniana:{3,4.19627}):{3,4.85149:7,7.80193:3,15.6433},((Alsophila_abbottii:{1,1.71573:6,7.75939:1,3.36909},Alsophila_amintae:{1,12.8442}):{1,1.19941:6,9.9874},Alsophila_tryoniana:{1,24.031}):{6,3.80225:3,4.65974}):{3,3.79323:10,5.96557:4,2.28531},Alsophila_smithii:{4,44.5371}):{4,5.21652},Alsophila_boivinii:{3,11.4912:10,5.05983:4,33.2026}):{4,6.85075},((Alsophila_exilis:{4,10.1521},Alsophila_everta:{4,10.1521}):{4,19.6314},Alsophila_costalisora:{4,29.7836}):{4,20.7064:9,6.11438}):{9,5.79998:2,14.976},(((Gymnosphaera_ogurae:{2,2.22793},Gymnosphaera_subdubia:{2,2.22793}):{2,18.0079:7,8.75725},Gymnosphaera_salvinii:{1,24.9607:6,0.234521:3,3.79792}):{7,6.7468},Gymnosphaera_boivinii:{3,35.7399}):{7,3.18254:2,10.1805:9,12.7114:4,15.566}):{9,19.4234:4,14.5622}):{8,10.473},(((((Sphaeropteris_cooperi:{4,3.51584},Sphaeropteris_robusta:{4,3.51584}):{4,6.6757},Sphaeropteris_raciborskii:{2,10.1915}):{9,1.12987:4,6.38593},(Sphaeropteris_pilulifera:{4,9.78775},Sphaeropteris_felina:{9,9.78775}):{9,7.91958}):{9,3.7318:4,15.5625},(Sphaeropteris_procera:{4,16.7041},Sphaeropteris_nigricans:{4,16.7041}):{4,20.2975}):{4,44.6828},(Sphaeropteris_auriculifera:{4,17.6652},Sphaeropteris_novaecaledoniae:{4,17.6652}):{4,18.2199:10,8.00793:4,37.7914}):{4,40.1546}):{8,27.1694:4,29.8858},((((((((Dicksonia_archboldii:{4,8.55312},Dicksonia_youngiae:{4,8.55312}):{4,4.18824},Dicksonia_berteroana:{1,4.45915:8,5.21921:4,3.06299}):{4,3.44935},Dicksonia_blumei:{2,6.38797:9,2.33506:4,7.46768}):{4,1.6853:8,6.96365},Dicksonia_stuebelii:{1,24.8397}):{8,6.30666},(Dicksonia_thyrsopteroides:{4,21.874},Dicksonia_squarrosa:{4,21.874}):{4,9.27228}):{8,3.64506:4,87.8785},((((Calochlaena_javanica:{2,0.570962},Calochlaena_villosa:{4,0.570962}):{9,1.34463},Calochlaena_dubia:{4,1.91559}):{9,0.551687:4,8.42076},Calochlaena_novae-guineae:{4,10.888}):{4,13.3122},Calochlaena_straminea:{4,24.2002}):{4,5.65315:9,40.8636:2,37.924:9,14.0288}):{9,11.2548:4,4.12356},(Lophosoria_quadripinnata:{1,2.98276},Lophosoria_quesadae:{1,2.98276}):{1,41.3473:6,37.2232:3,7.93638:6,18.9352:1,29.6235}):{8,12.3041:4,16.3188},(Cibotium_schiedei:{1,9.60566:5,11.602:2,2.23347},(Cibotium_cumingii:{2,9.90289},Cibotium_arachnoideum:{2,9.90289}):{2,13.5382}):{2,0.41064:9,61.8789:2,26.6747:9,1.45198:4,52.8138}):{4,12.2231}):{4,9.19071},(Metaxya_elongata:{1,15.9361},(Metaxya_lanosa:{1,7.83991},Metaxya_parkeri:{1,7.83991}):{1,8.09623}):{1,27.0737:5,32.1269:2,45.6336:9,27.4603:4,5.13595:9,11.4747:4,23.2435}):{4,20.016},((((((Plagiogyria_adnata:{2,3.53335},Plagiogyria_yakumonticola:{2,3.53335}):{2,11.39},(Plagiogyria_egenolfioides:{9,0.165394:2,3.77266},Plagiogyria_euphlebia:{2,3.93806}):{2,10.9853}):{2,24.9447},Plagiogyria_stenoptera:{2,39.8681}):{2,19.6811:5,11.3956:2,3.90266},(Culcita_coniifolia:{1,19.217},Culcita_macrocarpa:{2,12.4204:5,3.93403:1,2.86258}):{1,55.6304}):{5,3.90326:1,61.3395},(Loxsoma_cunninghamii:{4,18.3819:8,3.49747:1,10.9849},Loxsomopsis_pearcei:{1,32.8642}):{1,107.226}):{1,6.74399:6,14.9383:1,17.2679},Thyrsopteris_elegans:{1,14.9171:6,17.8807:1,38.9013:6,5.08982:1,40.5189:6,11.0926:1,50.64}):{1,10.8467:5,1.34339:1,15.7037:8,1.16688});
